utc,pid,rss_bytes,process_hwm_bytes,host_available_bytes,gpu_gpc_cur_hz,gpu_gpc_min_hz,gpu_gpc_max_hz
2026-09-13T07:12:28.382437+00:00,2437930,14319329280,16543862784,89132290048,1575000000,1575000000,1575000000
2026-09-13T07:12:38.383090+00:00,2437930,14370185216,16543862784,89047592960,1575000000,1575000000,1575000000
2026-09-13T07:12:48.386162+00:00,2437930,14419992576,16543862784,97344561152,1575000000,1575000000,1575000000
2026-09-13T07:12:58.386820+00:00,2437930,14470324224,16543862784,114068918272,1575000000,1575000000,1575000000
2026-09-13T07:13:08.387577+00:00,2437930,14521966592,16543862784,109636972544,1575000000,1575000000,1575000000
2026-09-13T07:13:18.388665+00:00,2437930,14372261888,16543862784,103419379712,1575000000,1575000000,1575000000
2026-09-13T07:13:28.389407+00:00,2437930,14248882176,16543862784,101650747392,1575000000,1575000000,1575000000
2026-09-13T07:13:38.390101+00:00,2437930,14296363008,16543862784,101627883520,1575000000,1575000000,1575000000
2026-09-13T07:13:48.390799+00:00,2437930,14317391872,16543862784,101360029696,1575000000,1575000000,1575000000
2026-09-13T07:13:58.391504+00:00,2437930,14287523840,16543862784,99502231552,1575000000,1575000000,1575000000
2026-09-13T07:14:08.393489+00:00,2437930,14338301952,16543862784,99418763264,1575000000,1575000000,1575000000
2026-09-13T07:14:18.394192+00:00,2437930,14388961280,16543862784,98159718400,1575000000,1575000000,1575000000
