id,process_id,device,context,stream,kernel,grid,block,operator,nvtx_export,nvtx,stage,group_id,domain,duration_ns,memory_level,memory_bytes,dram_bytes,flops,ai_flops_per_byte,performance_tflops,status,source_line
0,2728813,0,1,7,triton_poi_fused__to_copy_convolution_0,"(25, 1, 1)","(128, 1, 1)","Vision: input cast/layout | triton_poi_fused__to_copy_convolution_0 | grid=(25, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused__to_copy_convolution_0,vlm.vision.camera0,vlm,27,bf16_tensor,7360.000000000001,l2,958496.0,,0.0,,,zero_counted_flops,
516,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera1,vlm,18,fp32_simt,70944.0,l2,24651936.0,,884736.0,0.03588910826314006,0.012470906630581867,ok,
517,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera1,vlm,34,bf16_tensor,22016.0,l2,1926560.0,,0.0,,,zero_counted_flops,
517,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera1,vlm,34,fp32_simt,22016.0,l2,1926560.0,,5217640.0,2.708267585748692,0.23699309593023254,ok,
518,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,29088.000000000004,l2,8002176.0,,679477248.0,84.91156005566486,23.35936633663366,ok,
518,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,29088.000000000004,l2,8002176.0,,884736.0,0.11056192715581362,0.03041584158415841,ok,
519,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,27168.0,l2,8011360.0,,679477248.0,84.81421980787282,25.010204946996463,ok,
519,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,27168.0,l2,8011360.0,,884736.0,0.11043518204150107,0.03256537102473498,ok,
520,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,30496.0,l2,7997632.0,,679477248.0,84.95980410201419,22.28086463798531,ok,
520,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,30496.0,l2,7997632.0,,884736.0,0.11062474492449766,0.029011542497376704,ok,
521,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera1/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera1,vlm,20,bf16_tensor,30112.000000000004,l2,5483072.0,,402653184.0,73.43569152475109,13.371851222104143,ok,
521,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera1/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera1,vlm,20,fp32_simt,30112.000000000004,l2,5483072.0,,5079040.0,0.9263128406849299,0.16867162592986185,ok,
522,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,28096.000000000004,l2,8000640.0,,679477248.0,84.92786177105832,24.184127562642367,ok,
522,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,28096.000000000004,l2,8000640.0,,884736.0,0.11058315334773218,0.03148974943052391,ok,
523,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_7,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 7 | triton_red_fused_add_native_layer_norm_view_7 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera1,vlm,35,bf16_tensor,23104.0,l2,2562560.0,,0.0,,,zero_counted_flops,
523,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_7,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 7 | triton_red_fused_add_native_layer_norm_view_7 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera1,vlm,35,fp32_simt,23104.0,l2,2562560.0,,5391576.0,2.1039803946053945,0.23336114958448753,ok,
524,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera1,vlm,19,bf16_tensor,58208.0,l2,23430112.0,,2642411520.0,112.77844169076101,45.396019791094005,ok,
524,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera1,vlm,19,fp32_simt,58208.0,l2,23430112.0,,3440640.0,0.14684692928484508,0.05910940076965365,ok,
525,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_poi_fused_gelu_view_5,vlm.vision.camera1,vlm,17,bf16_tensor,23648.0,l2,4460928.0,,0.0,,,zero_counted_flops,
525,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_poi_fused_gelu_view_5,vlm.vision.camera1,vlm,17,fp32_simt,23648.0,l2,4460928.0,,14330488.0,3.212445482195633,0.6059915426251691,ok,
526,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera1,vlm,18,bf16_tensor,83680.00000000001,l2,24618624.0,,2566914048.0,104.26716164152798,30.67535908221797,ok,
526,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera1,vlm,18,fp32_simt,83680.00000000001,l2,24618624.0,,884736.0,0.0359376706025487,0.01057284894837476,ok,
527,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_8,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 8 | triton_red_fused_add_native_layer_norm_view_8 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera1,vlm,36,bf16_tensor,27232.000000000004,l2,3200544.0,,0.0,,,zero_counted_flops,
527,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_8,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 8 | triton_red_fused_add_native_layer_norm_view_8 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera1,vlm,36,fp32_simt,27232.000000000004,l2,3200544.0,,6619136.0,2.0681284181689112,0.24306462984723853,ok,
528,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,23872.0,l2,7996160.0,,679477248.0,84.97544421322235,28.46335656836461,ok,
528,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,23872.0,l2,7996160.0,,884736.0,0.11064510965263326,0.03706166219839142,ok,
529,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,29376.0,l2,8003360.0,,679477248.0,84.89899842066332,23.13035294117647,ok,
529,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,29376.0,l2,8003360.0,,884736.0,0.1105455708602387,0.030117647058823527,ok,
530,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,29920.0,l2,8003424.0,,679477248.0,84.89831951924576,22.709801069518715,ok,
530,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,29920.0,l2,8003424.0,,884736.0,0.11054468687401792,0.029570053475935828,ok,
531,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera1/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera1,vlm,20,bf16_tensor,29760.000000000004,l2,5456032.0,,402653184.0,73.79963753878276,13.530012903225805,ok,
531,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera1/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera1,vlm,20,fp32_simt,29760.000000000004,l2,5456032.0,,5079040.0,0.9309036310637474,0.17066666666666666,ok,
532,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,28736.0,l2,8000736.0,,679477248.0,84.92684273046879,23.64550556792873,ok,
532,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,28736.0,l2,8000736.0,,884736.0,0.11058182647196457,0.030788418708240534,ok,
533,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_9,"(256, 1, 1)","(512, 1, 1)","Vision: residual/LayerNorm fusion 9 | triton_red_fused_add_native_layer_norm_view_9 | grid=(256, 1, 1) block=(512, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera1,vlm,37,bf16_tensor,29792.000000000004,l2,4282688.0,,0.0,,,zero_counted_flops,
533,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_9,"(256, 1, 1)","(512, 1, 1)","Vision: residual/LayerNorm fusion 9 | triton_red_fused_add_native_layer_norm_view_9 | grid=(256, 1, 1) block=(512, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera1,vlm,37,fp32_simt,29792.000000000004,l2,4282688.0,,21911072.0,5.11619618333159,0.735468313641246,ok,
534,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera1,vlm,19,bf16_tensor,67712.0,l2,23445408.0,,2642411520.0,112.70486399724841,39.02427221172022,ok,
534,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera1,vlm,19,fp32_simt,67712.0,l2,23445408.0,,3440640.0,0.1467511249964172,0.05081285444234404,ok,
535,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_poi_fused_gelu_view_5,vlm.vision.camera1,vlm,17,bf16_tensor,22880.0,l2,4461504.0,,0.0,,,zero_counted_flops,
535,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_poi_fused_gelu_view_5,vlm.vision.camera1,vlm,17,fp32_simt,22880.0,l2,4461504.0,,14335094.0,3.213063128487613,0.6265338286713286,ok,
536,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera1,vlm,18,bf16_tensor,71552.00000000001,l2,24631136.0,,2566914048.0,104.21419653563684,35.87480500894454,ok,
536,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera1,vlm,18,fp32_simt,71552.00000000001,l2,24631136.0,,884736.0,0.035919415166235126,0.012364937388193201,ok,
537,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera1,vlm,34,bf16_tensor,20960.000000000004,l2,1920544.0,,0.0,,,zero_counted_flops,
537,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera1/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera1,vlm,34,fp32_simt,20960.000000000004,l2,1920544.0,,5202464.0,2.7088491594048354,0.24820916030534348,ok,
538,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,27008.000000000004,l2,8002560.0,,679477248.0,84.90748560460652,25.15836966824644,ok,
538,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,27008.000000000004,l2,8002560.0,,884736.0,0.11055662188099807,0.03275829383886256,ok,
539,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,27776.000000000004,l2,8002848.0,,679477248.0,84.90443002291184,24.462746543778803,ok,
539,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,27776.000000000004,l2,8002848.0,,884736.0,0.1105526432589998,0.03185253456221198,ok,
540,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,bf16_tensor,27680.000000000004,l2,8003616.0,,679477248.0,84.89628288013817,24.547588439306356,ok,
540,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera1/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera1,vlm,24,fp32_simt,27680.000000000004,l2,8003616.0,,884736.0,0.11054203500017992,0.03196300578034682,ok,
