id,process_id,device,context,stream,kernel,grid,block,operator,nvtx_export,nvtx,stage,group_id,domain,duration_ns,memory_level,memory_bytes,dram_bytes,flops,ai_flops_per_byte,performance_tflops,status,source_line
0,2728813,0,1,7,triton_poi_fused__to_copy_convolution_0,"(25, 1, 1)","(128, 1, 1)","Vision: input cast/layout | triton_poi_fused__to_copy_convolution_0 | grid=(25, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused__to_copy_convolution_0,vlm.vision.camera0,vlm,27,bf16_tensor,7360.000000000001,l2,958496.0,,0.0,,,zero_counted_flops,
16,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,fp32_simt,89120.0,l2,24611552.0,,884736.0,0.03594799710314896,0.009927468581687613,ok,
17,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,bf16_tensor,24864.0,l2,1924672.0,,0.0,,,zero_counted_flops,
17,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,fp32_simt,24864.0,l2,1924672.0,,5198992.0,2.701235327370066,0.2090971685971686,ok,
18,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,27424.0,l2,8000096.0,,679477248.0,84.93363679635844,24.776737456242707,ok,
18,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,27424.0,l2,8000096.0,,884736.0,0.11059067291192505,0.03226137689614936,ok,
19,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28128.000000000004,l2,8000032.0,,679477248.0,84.93431626273495,24.156614334470987,ok,
19,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28128.000000000004,l2,8000032.0,,884736.0,0.11059155763376946,0.03145392491467577,ok,
20,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28480.0,l2,8000928.0,,679477248.0,84.92480472265217,23.858049438202247,ok,
20,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28480.0,l2,8000928.0,,884736.0,0.11057917281595335,0.03106516853932584,ok,
21,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,bf16_tensor,29664.000000000004,l2,5482336.0,,402653184.0,73.44555021800926,13.57379935275081,ok,
21,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,fp32_simt,29664.000000000004,l2,5482336.0,,5079040.0,0.9264371975741728,0.17121898597626753,ok,
22,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28160.0,l2,8002080.0,,679477248.0,84.91257872953032,24.129163636363636,ok,
22,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28160.0,l2,8002080.0,,884736.0,0.11056325355407594,0.03141818181818182,ok,
23,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_7,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 7 | triton_red_fused_add_native_layer_norm_view_7 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,vlm,35,bf16_tensor,25824.000000000004,l2,2543168.0,,0.0,,,zero_counted_flops,
23,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_7,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 7 | triton_red_fused_add_native_layer_norm_view_7 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,vlm,35,fp32_simt,25824.000000000004,l2,2543168.0,,5392196.0,2.120267320129854,0.20880560718711272,ok,
24,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,bf16_tensor,57728.0,l2,23289920.0,,2642411520.0,113.45730341710062,45.77348115299335,ok,
24,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,fp32_simt,57728.0,l2,23289920.0,,3440640.0,0.14773086382434977,0.05960088691796009,ok,
25,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,bf16_tensor,27392.0,l2,4458304.0,,0.0,,,zero_counted_flops,
25,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,fp32_simt,27392.0,l2,4458304.0,,15849397.0,3.555028324672342,0.5786140844042056,ok,
26,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,bf16_tensor,77984.0,l2,24603296.0,,2566914048.0,104.33212070447797,32.91590644234714,ok,
26,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,fp32_simt,77984.0,l2,24603296.0,,884736.0,0.035960059985458856,0.01134509643003693,ok,
27,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_8,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 8 | triton_red_fused_add_native_layer_norm_view_8 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,vlm,36,bf16_tensor,28544.000000000004,l2,3182016.0,,0.0,,,zero_counted_flops,
27,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_8,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 8 | triton_red_fused_add_native_layer_norm_view_8 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,vlm,36,fp32_simt,28544.000000000004,l2,3182016.0,,6619136.0,2.080170558538989,0.23189237668161433,ok,
28,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28352.000000000004,l2,8001312.0,,679477248.0,84.92072900044393,23.96576072234763,ok,
28,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28352.000000000004,l2,8001312.0,,884736.0,0.1105738658859947,0.031205417607223472,ok,
29,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,29888.000000000004,l2,8002720.0,,679477248.0,84.9057880320691,22.734115631691648,ok,
29,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,29888.000000000004,l2,8002720.0,,884736.0,0.11055441150008997,0.029601713062098498,ok,
30,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28448.000000000004,l2,8002816.0,,679477248.0,84.90476952112856,23.88488638920135,ok,
30,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28448.000000000004,l2,8002816.0,,884736.0,0.11055308531396948,0.031100112485939253,ok,
31,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,bf16_tensor,30976.000000000004,l2,5471424.0,,402653184.0,73.5920272309366,12.998876033057849,ok,
31,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,fp32_simt,30976.000000000004,l2,5471424.0,,5079040.0,0.9282848486975237,0.16396694214876031,ok,
32,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28960.0,l2,8000960.0,,679477248.0,84.92446506419229,23.46261215469613,ok,
32,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28960.0,l2,8000960.0,,884736.0,0.11057873055233372,0.03055027624309392,ok,
33,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_9,"(256, 1, 1)","(512, 1, 1)","Vision: residual/LayerNorm fusion 9 | triton_red_fused_add_native_layer_norm_view_9 | grid=(256, 1, 1) block=(512, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,vlm,37,bf16_tensor,28384.0,l2,4271232.0,,0.0,,,zero_counted_flops,
33,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_9,"(256, 1, 1)","(512, 1, 1)","Vision: residual/LayerNorm fusion 9 | triton_red_fused_add_native_layer_norm_view_9 | grid=(256, 1, 1) block=(512, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,vlm,37,fp32_simt,28384.0,l2,4271232.0,,21874816.0,5.121430069825287,0.7706741826381059,ok,
34,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,bf16_tensor,61952.00000000001,l2,23171360.0,,2642411520.0,114.03782600589693,42.652561983471074,ok,
34,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,fp32_simt,61952.00000000001,l2,23171360.0,,3440640.0,0.14848675261184496,0.05553719008264462,ok,
35,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,bf16_tensor,27232.000000000004,l2,4463232.0,,0.0,,,zero_counted_flops,
35,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,fp32_simt,27232.000000000004,l2,4463232.0,,16372584.0,3.6683246580056785,0.6012259106933019,ok,
36,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,bf16_tensor,85536.0,l2,24601344.0,,2566914048.0,104.34039896356882,30.00975084175084,ok,
36,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,fp32_simt,85536.0,l2,24601344.0,,884736.0,0.03596291324571536,0.010343434343434344,ok,
37,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,bf16_tensor,21952.000000000004,l2,1927296.0,,0.0,,,zero_counted_flops,
37,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,fp32_simt,21952.000000000004,l2,1927296.0,,5223344.0,2.710192933519293,0.2379438775510204,ok,
38,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28576.000000000004,l2,8002720.0,,679477248.0,84.9057880320691,23.77789921612542,ok,
38,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28576.000000000004,l2,8002720.0,,884736.0,0.11055441150008997,0.03096080627099664,ok,
39,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,29632.0,l2,8003104.0,,679477248.0,84.90171413491565,22.930522678185746,ok,
39,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,29632.0,l2,8003104.0,,884736.0,0.11054910694650476,0.029857451403887687,ok,
40,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,27936.0,l2,8004704.0,,679477248.0,84.88474377066285,24.32263917525773,ok,
40,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,27936.0,l2,8004704.0,,884736.0,0.11052701011805059,0.0316701030927835,ok,
