id,kernel,grid,block,stage,family,module,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,dram_util_pct,tensor_active_pct
3460,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.6.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.6.self_attn.o_proj,10080.0,5215488.0,268435456.0,327680.0,60.35,22.87
3461,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.6.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.6.self_attn.o_proj,2784.0000000000005,578560.0,0.0,307200.0,24.52,0.0
3462,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3552.0,145920.0,0.0,51200.0,4.83,0.0
3463,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2272.0,229632.0,0.0,102400.0,12.03,0.0
3464,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,3648.0,155264.0,0.0,0.0,5.0,0.0
3465,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2208.0000000000005,225792.0,0.0,51200.0,12.14,0.0
3466,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,5408.000000000001,293248.0,0.0,66290.0,6.32,0.0
3467,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,1824.0,5760.0,0.0,2048.0,0.37,0.0
3468,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,1920.0000000000002,7424.0,0.0,0.0,0.47,0.0
3469,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,4832.000000000001,189184.0,0.0,51200.0,4.57,0.0
3470,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,21088.000000000004,14513024.0,0.0,6930432.0,79.84,0.0
3471,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,1920.0000000000002,9984.0,0.0,2048.0,0.62,0.0
3472,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2816.0000000000005,252288.0,0.0,51200.0,10.51,0.0
3473,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2752.0,250880.0,0.0,102400.0,10.78,0.0
3474,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2144.0,226432.0,0.0,0.0,12.51,0.0
3475,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,1920.0000000000002,10368.0,0.0,0.0,0.64,0.0
3476,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,"(64, 1, 1)","(128, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.6.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.6.mlp,29280.0,20971264.0,1073741824.0,524288.0,83.03,31.24
3477,"void sglang::act_and_mul_kernel<__nv_bfloat16, 2, 0, 0, 0, 0>(sglang::ActivationParams)","(100, 1, 1)","(256, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.6.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.6.mlp,3232.0,897152.0,0.0,1843200.0,32.79,0.0
3478,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,16480.0,10560128.0,536870912.0,327680.0,74.56,27.99
3479,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,2816.0000000000005,580224.0,0.0,307200.0,24.42,0.0
3480,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3392.0000000000005,144512.0,0.0,51200.0,5.04,0.0
3481,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2176.0,227968.0,0.0,102400.0,12.37,0.0
3482,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,3648.0,156416.0,0.0,0.0,5.04,0.0
3483,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2368.0,227200.0,0.0,51200.0,11.37,0.0
3484,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,5248.0,293120.0,0.0,66290.0,6.48,0.0
3485,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1856.0,5632.0,0.0,2048.0,0.36,0.0
3486,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1920.0000000000002,7296.0,0.0,0.0,0.45,0.0
3487,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,4896.0,189184.0,0.0,51200.0,4.52,0.0
3488,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,21408.000000000004,14515456.0,0.0,6930432.0,78.79,0.0
3489,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1984.0,9856.0,0.0,2048.0,0.59,0.0
3490,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2848.0,251904.0,0.0,51200.0,10.49,0.0
3491,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2688.0000000000005,251904.0,0.0,102400.0,11.1,0.0
3492,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2144.0,226944.0,0.0,0.0,12.42,0.0
3493,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1888.0000000000002,10240.0,0.0,0.0,0.64,0.0
3494,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(8, 5, 1)","(128, 1, 1)",action_expert,QKV,paligemma_with_expert.gemma_expert.model.layers.7.self_attn.qkv_proj,action_expert|QKV|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.qkv_proj,11680.0,6592768.0,335544320.0,327680.0,65.59,24.69
3495,triton_poi_fused__to_copy_add_cat_mul_neg_slice_unsqueeze_0,"(200, 1, 1)","(256, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2976.0000000000005,295040.0,0.0,409600.0,11.58,0.0
3496,triton_poi_fused__to_copy_add_cat_mul_neg_slice_unsqueeze_1,"(25, 1, 1)","(256, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2304.0000000000005,93952.0,0.0,51200.0,4.88,0.0
3497,"void at::<unnamed>::CatArrayBatchedCopy_vectorized<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 128, 1, 16, 8>(char *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(230, 2, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3168.0,548608.0,0.0,0.0,20.29,0.0
3498,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(184, 2, 1)","(512, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,5408.000000000001,629248.0,0.0,0.0,13.57,0.0
3499,"void cutlass::device_kernel<flash::enable_sm80_to_sm89<flash::FlashAttnFwdSm80<flash::CollectiveMainloopFwdSm80<8, 1, 1, cute::tuple<cute::C<128>, cute::C<64>, cute::C<256>>, 256, cutlass::bfloat16_t, float, arch::Sm80, 0, 0, 0, 0, 0, 0, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<256>, cute::C<64>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm80, 256, 0, 1, 0, 0>, flash::SingleTileScheduler<0, 0, 1, 128>>>>(T1::Params)","(4, 1, 1)","(256, 1, 1)",action_expert,Attention (fused),paligemma_with_expert.gemma_expert.model.layers.7.self_attn.attn,action_expert|Attention (fused)|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.attn,122176.00000000001,1368576.0,536870912.0,3804912.0,1.3,3.7
3500,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,10080.0,5207040.0,268435456.0,327680.0,60.13,22.85
3501,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,2976.0000000000005,581120.0,0.0,307200.0,22.96,0.0
3502,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3424.0,144384.0,0.0,51200.0,4.91,0.0
3503,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2336.0,232320.0,0.0,102400.0,11.77,0.0
3504,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,3648.0,155648.0,0.0,0.0,5.0,0.0
3505,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2272.0,227072.0,0.0,51200.0,11.65,0.0
3506,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,5216.000000000001,293376.0,0.0,66290.0,6.55,0.0
3507,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1856.0,5760.0,0.0,2048.0,0.37,0.0
3508,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1920.0000000000002,7296.0,0.0,0.0,0.45,0.0
3509,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,4800.000000000001,188928.0,0.0,51200.0,4.62,0.0
3510,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,20832.0,14518400.0,0.0,6930432.0,80.89,0.0
3511,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1888.0000000000002,10112.0,0.0,2048.0,0.63,0.0
3512,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2848.0,251136.0,0.0,51200.0,10.39,0.0
3513,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2688.0000000000005,251264.0,0.0,102400.0,11.07,0.0
3514,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2272.0,226304.0,0.0,0.0,11.66,0.0
3515,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1920.0000000000002,10368.0,0.0,0.0,0.64,0.0
3516,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,"(64, 1, 1)","(128, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.7.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.7.mlp,29184.0,20987392.0,1073741824.0,524288.0,83.4,31.36
3517,"void sglang::act_and_mul_kernel<__nv_bfloat16, 2, 0, 0, 0, 0>(sglang::ActivationParams)","(100, 1, 1)","(256, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.7.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.7.mlp,3104.0000000000005,896640.0,0.0,1843200.0,33.78,0.0
3518,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,16480.0,10547200.0,536870912.0,327680.0,74.34,27.98
