id,kernel,grid,block,stage,family,module,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,dram_util_pct,tensor_active_pct
3519,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,2848.0,579456.0,0.0,307200.0,24.06,0.0
3520,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3424.0,144384.0,0.0,51200.0,4.98,0.0
3521,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2176.0,227456.0,0.0,102400.0,12.45,0.0
3522,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,3680.0000000000005,155392.0,0.0,0.0,4.94,0.0
3523,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,2208.0000000000005,228352.0,0.0,51200.0,12.39,0.0
3524,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,5248.0,293760.0,0.0,66290.0,6.52,0.0
3525,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1824.0,5504.0,0.0,2048.0,0.35,0.0
3526,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1888.0000000000002,7424.0,0.0,0.0,0.46,0.0
3527,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,4800.000000000001,189056.0,0.0,51200.0,4.6,0.0
3528,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,21024.0,14516992.0,0.0,6930432.0,80.19,0.0
3529,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1920.0000000000002,9984.0,0.0,2048.0,0.62,0.0
3530,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,2688.0000000000005,252288.0,0.0,51200.0,11.0,0.0
3531,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,2720.0,251008.0,0.0,102400.0,10.94,0.0
3532,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,2144.0,226560.0,0.0,0.0,12.63,0.0
3533,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1920.0000000000002,10240.0,0.0,0.0,0.64,0.0
3534,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(8, 5, 1)","(128, 1, 1)",action_expert,QKV,paligemma_with_expert.gemma_expert.model.layers.8.self_attn.qkv_proj,action_expert|QKV|paligemma_with_expert.gemma_expert.model.layers.8.self_attn.qkv_proj,11680.0,6603136.0,335544320.0,327680.0,65.75,24.68
3535,triton_poi_fused__to_copy_add_cat_mul_neg_slice_unsqueeze_0,"(200, 1, 1)","(256, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3008.0000000000005,294656.0,0.0,409600.0,11.49,0.0
3536,triton_poi_fused__to_copy_add_cat_mul_neg_slice_unsqueeze_1,"(25, 1, 1)","(256, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2240.0,93696.0,0.0,51200.0,4.97,0.0
3537,"void at::<unnamed>::CatArrayBatchedCopy_vectorized<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 128, 1, 16, 8>(char *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(230, 2, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3296.0000000000005,539904.0,0.0,0.0,19.1,0.0
3538,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(184, 2, 1)","(512, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,5376.000000000001,627328.0,0.0,0.0,13.63,0.0
3539,"void cutlass::device_kernel<flash::enable_sm80_to_sm89<flash::FlashAttnFwdSm80<flash::CollectiveMainloopFwdSm80<8, 1, 1, cute::tuple<cute::C<128>, cute::C<64>, cute::C<256>>, 256, cutlass::bfloat16_t, float, arch::Sm80, 0, 0, 0, 0, 0, 0, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<256>, cute::C<64>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm80, 256, 0, 1, 0, 0>, flash::SingleTileScheduler<0, 0, 1, 128>>>>(T1::Params)","(4, 1, 1)","(256, 1, 1)",action_expert,Attention (fused),paligemma_with_expert.gemma_expert.model.layers.8.self_attn.attn,action_expert|Attention (fused)|paligemma_with_expert.gemma_expert.model.layers.8.self_attn.attn,122048.00000000001,1370368.0,536870912.0,3804928.0,1.3,3.71
3540,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.8.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.8.self_attn.o_proj,10048.000000000002,5221504.0,268435456.0,327680.0,60.65,23.01
3541,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.8.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.8.self_attn.o_proj,2944.0,578944.0,0.0,307200.0,23.25,0.0
3542,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3552.0,145152.0,0.0,51200.0,4.79,0.0
3543,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2240.0,229760.0,0.0,102400.0,12.09,0.0
3544,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,3648.0,155520.0,0.0,0.0,5.0,0.0
3545,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,2176.0,225536.0,0.0,51200.0,12.18,0.0
3546,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,5344.0,293248.0,0.0,66290.0,6.43,0.0
3547,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,1856.0,5632.0,0.0,2048.0,0.36,0.0
3548,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,1920.0000000000002,7424.0,0.0,0.0,0.46,0.0
3549,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,4832.000000000001,188800.0,0.0,51200.0,4.56,0.0
3550,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,21088.000000000004,14515840.0,0.0,6930432.0,80.0,0.0
3551,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,1952.0000000000002,9984.0,0.0,2048.0,0.62,0.0
3552,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,2880.0000000000005,252800.0,0.0,51200.0,10.43,0.0
3553,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,2784.0000000000005,251776.0,0.0,102400.0,10.56,0.0
3554,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,2208.0000000000005,226560.0,0.0,0.0,12.18,0.0
3555,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.post_attention_layernorm,1920.0000000000002,10624.0,0.0,0.0,0.66,0.0
3556,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,"(64, 1, 1)","(128, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.8.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.8.mlp,29312.000000000004,20967296.0,1073741824.0,524288.0,82.99,31.23
3557,"void sglang::act_and_mul_kernel<__nv_bfloat16, 2, 0, 0, 0, 0>(sglang::ActivationParams)","(100, 1, 1)","(256, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.8.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.8.mlp,3232.0,896640.0,0.0,1843200.0,32.29,0.0
3558,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.8.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.8.mlp.down_proj,16480.0,10542848.0,536870912.0,327680.0,74.26,27.96
3559,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.8.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.8.mlp.down_proj,2784.0000000000005,578816.0,0.0,307200.0,24.45,0.0
3560,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3392.0000000000005,144640.0,0.0,51200.0,5.03,0.0
3561,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2336.0,227584.0,0.0,102400.0,11.53,0.0
3562,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.9.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.9.input_layernorm,3744.0,155136.0,0.0,0.0,4.88,0.0
